,Unnamed: 0,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,No_of_bedrooms,latitude,longitude,pet,laundry,parking,floor,Apartment_type,smoking
1399,1399,THIS BEAUTIFUL BUILDING IS STEPS FROM RITTENHOUSE SQUARE,1595,5280.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-beautiful-building-is/7275885939.html,1.0, (2134 LOCUST ST #3F),2021-02-17 13:54, 1Ba,1BR ,39.9513,-75.1741,both pets,on site,no,nan,multi,nan
1400,1400,"UNIQUE TOP FLOOR 2 BEDROOM / 1 BATH UNIT! QUIET AND SPACIOUS, THESE CO",1495,728.0,https://philadelphia.craigslist.org/apa/d/philadelphia-unique-top-floor-bedroom/7275893985.html,2.0, (916 SPRUCE ST #4),2021-02-17 13:54, 1Ba,2BR ,39.9487,-75.1593,both pets,on site,no,nan,multi,nan
1401,1401,"9th&Spruce! Tri-Level, Private Outdoor Space+ More! 1 Month Free Rent!",1700,,https://philadelphia.craigslist.org/apa/d/philadelphia-9thspruce-tri-level/7278797729.html,2.0, (Washington Square),2021-02-17 13:54, 2Ba,2BR ,39.945923,-75.156337,cats,on site,no,nan,multi,no smoking
1402,1402,Large bedrooms and amazing location,1280,800.0,https://philadelphia.craigslist.org/apa/d/garnet-valley-large-bedrooms-and/7278795977.html,2.0," (3360 Chichester Ave, Boothwyn PA, 19061)",2021-02-17 13:51, 2Ba,2BR ,39.839069,-75.442672,both pets,in unit,off-street,nan,multi,nan
1403,1403,Stop Looking!  We Have Your New Home!,1094,650.0,https://philadelphia.craigslist.org/apa/d/garnet-valley-stop-looking-we-have-your/7278795239.html,1.0," (3360 Chichester Ave, Boothwyn PA, 19061)",2021-02-17 13:50, 1Ba,1BR ,39.839069,-75.442672,both pets,in unit,off-street,nan,multi,nan
1404,1404,Top Floor Studio Available NOW!,1686,543.0,https://philadelphia.craigslist.org/apa/d/king-of-prussia-top-floor-studio/7278793049.html,, (King of Prussia),2021-02-17 13:46, 1Ba,0BR ,40.0956,-75.3737,both pets,in unit,proctected,wood,multi,no smoking
1405,1405,"Cyber Cafe, Dog Park, The Pub (Billiards, Poker Table)",2155,1134.0,https://philadelphia.craigslist.org/apa/d/valley-forge-cyber-cafe-dog-park-the/7276552008.html,2.0, (King of Prussia),2021-02-17 13:42, 2Ba,2BR ,40.099007,-75.411432,both pets,in unit,proctected,nan,multi,no smoking
1406,1406,"2040 MARKET STREET! 1 BEDROOM, 1 BATH, SUN SPLASHED RESIDENCE!",1770,765.0,https://philadelphia.craigslist.org/apa/d/philadelphia-2040-market-street-bedroom/7274365324.html,1.0, (2026 MARKET ST #1216),2021-02-17 13:42, 1Ba,1BR ,39.9513,-75.1741,both pets,on site,no,nan,multi,nan
1407,1407,THIS IS THE LARGEST 1 BEDROOM AVAILABLE FOR RENT IN THE BUILDING,1700,938.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-is-the-largest/7275893995.html,1.0, (2601 PENNSYLVANIA AVE #842),2021-02-17 13:42, 1Ba,1BR ,39.9677,-75.1735,both pets,in unit,no,nan,multi,nan
1408,1408,"I’m Going Up, Want To Come With!?",1258,415.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-im-going-up-want-to-come/7278783309.html,, (3902 City Ave),2021-02-17 13:40, 1Ba,0BR ,40.008551,-75.210766,both pets,in unit,proctected,nan,multi,nan
1409,1409,Great studio,820,700.0,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio/7272730764.html,1.0, (Philadelphia),2021-02-17 13:40, 1Ba,1BR ,39.9811,-75.174,no pet,on site,no,wood,multi,no smoking
1410,1410,ACT NOW - EARLY RESERVATION PROGRAM - LEASING FOR FALL NOW!!,1877,582.0,https://philadelphia.craigslist.org/apa/d/philadelphia-act-now-early-reservation/7272551406.html,, (ARRIVE UNIVERSITY CITY!!),2021-02-17 13:40, 1Ba,0BR ,39.95618,-75.194152,both pets,in unit,proctected,nan,multi,nan
1411,1411,Beautiful Studio Apartments at Sandy Apartments,800,,https://philadelphia.craigslist.org/apa/d/beautiful-studio-apartments-at-sandy/7278722723.html,, (721 Sandy Street),2021-02-17 13:39, 1Ba,0BR ,40.1245,-75.3304,both pets,on site,off-street,nan,multi,nan
1412,1412,"On-Site Laundry Facilities, Ample Parking, Pets Accepted",1100,800.0,https://philadelphia.craigslist.org/apa/d/cheltenham-on-site-laundry-facilities/7278781868.html,1.0," (6000 Tabor Avenue, Philadelphia, PA)",2021-02-17 13:38, 1Ba,1BR ,40.042487,-75.096603,both pets,on site,no,nan,multi,nan
1413,1413,Beautiful huge Studio loft in Prime Location! Washer/Dryer!,1200,650.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-huge-studio-loft/7278773406.html,1.0, (Washington Square/ Center City),2021-02-17 13:35, 1Ba,1BR ,39.94657,-75.16145,both pets,in unit,no,nan,multi,nan
1414,1414,Updated 2Br Apt Located in the heart of Old City!!,1400,750.0,https://philadelphia.craigslist.org/apa/d/philadelphia-updated-2br-apt-located-in/7278776729.html,2.0, (Old City),2021-02-17 13:33, 1Ba,2BR ,39.951997,-75.143804,both pets,in unit,no,nan,multi,nan
1415,1415,"Car Wash Area, Oversized Closets, Dog Park",1914,1271.0,https://philadelphia.craigslist.org/apa/d/west-chester-car-wash-area-oversized/7278773260.html,2.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-17 13:32, 2Ba,2BR ,39.929855,-75.582336,both pets,in unit,off-street,nan,multi,no smoking
1416,1416,We Can See The Future…You…Here…Happy & Healthy,1683,580.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-we-can-see-the/7278784204.html,1.0, (3902 City Ave),2021-02-17 13:32, 1Ba,1BR ,40.008551,-75.210766,both pets,in unit,no,nan,multi,nan
1417,1417,"LUXURY APARTMENTS IN CENTER CITY PHILADELPHIA. BEAUTIFUL, NEW CENTER C",1376,424.0,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-apartments-in/7272957088.html,, (42 S 15TH STREET #STUDIO),2021-02-17 13:32, 1Ba,0BR ,39.9489,-75.1661,both pets,on site,no,nan,multi,nan
1418,1418,"THE BUILDING HAS A HISTORIC BROWNSTONE EXTERIOR, GRANDIOSE INTERIOR",1430,675.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-building-has-historic/7274363253.html,1.0, (1827-31 PINE ST #105R),2021-02-17 13:32, 1Ba,1BR ,39.9513,-75.1741,both pets,in unit,no,nan,multi,nan
1419,1419,AN AMAZING 3 BED/3 BATH IN A BRAND NEW CONSTRUCTION,2950,,https://philadelphia.craigslist.org/apa/d/philadelphia-an-amazing-bed-bath-in/7274359712.html,3.0, (1516 GREEN ST #B),2021-02-17 13:32, 3Ba,3BR ,39.9677,-75.1735,both pets,on site,no,nan,multi,nan
1420,1420,"1 bed- Pet friendly Community, Valet Dry Cleaning, Business Center",1520,646.0,https://philadelphia.craigslist.org/apa/d/paoli-bed-pet-friendly-community-valet/7273088413.html,1.0, (Malvern),2021-02-17 13:31, 1Ba,1BR ,40.037661,-75.50867,both pets,in unit,protected,nan,multi,nan
1421,1421,Beautiful Apartments at Sandy Apartments,900,,https://philadelphia.craigslist.org/apa/d/beautiful-apartments-at-sandy-apartments/7278724510.html,1.0, (721 Sandy Street),2021-02-17 13:30, 1Ba,1BR ,40.1245,-75.3304,both pets,on site,off-street,nan,multi,nan
1422,1422,Fantastic 2 Bedroom House in Fairmount,1950,1000.0,https://philadelphia.craigslist.org/apa/d/fantastic-bedroom-house-in-fairmount/7278783214.html,2.0, (Fairmount Art Museum),2021-02-17 13:30, 1.5Ba,2BR ,39.966349,-75.173178,both pets,in unit,no,nan,single,nan
1423,1423,Beautiful Updated 1Br in Amazing Washington Square Location!!,1500,850.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-updated-1br-in/7278772387.html,1.0, (Washington Square / Center City),2021-02-17 13:29, 1Ba,1BR ,39.946595,-75.161646,both pets,in unit,no,nan,multi,nan
1424,1424,Renovated Top Floor Two Bedroom,1805,1132.0,https://philadelphia.craigslist.org/apa/d/glenmoore-renovated-top-floor-two/7278777315.html,2.0," (900 Selwyn Pl, Glenmoore, PA, US)",2021-02-17 13:29, 2Ba,2BR ,40.0846,-75.7711,both pets,in unit,off-street,nan,multi,nan
1425,1425,Beautiful Apt In Great Location! Beautiful 1Br!,1400,700.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-apt-in-great/7278772732.html,1.0, (Washington Sqaure),2021-02-17 13:28, 1Ba,1BR ,39.94657,-75.16145,both pets,in unit,no,nan,multi,nan
1426,1426,"Serene Wooded View, Oversized Closets, Valet Trash",1914,1271.0,https://philadelphia.craigslist.org/apa/d/west-chester-serene-wooded-view/7277773409.html,2.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-17 13:28, 2Ba,2BR ,39.929855,-75.582336,both pets,in unit,off-street,nan,multi,no smoking
1427,1427,Beautiful Apt In Great Location! W/D In the Unit!,1300,550.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-apt-in-great/7278773817.html,1.0, (Center City/ Rittenhouse Square),2021-02-17 13:27, 1Ba,1BR ,39.952095,-75.173828,both pets,in unit,no,nan,multi,nan
1428,1428,One bedroom apartment,775,,https://philadelphia.craigslist.org/apa/d/philadelphia-one-bedroom-apartment/7264182234.html,1.0, (Philadelphia),2021-02-17 13:27, 1Ba,1BR ,39.992463,-75.179584,no pet,no laundry,no,nan,multi,nan
1429,1429,"Package Locker System, Over-sized Kitchen Islands, Community Room",1549,699.0,https://philadelphia.craigslist.org/apa/d/valley-forge-package-locker-system-over/7265693269.html,1.0, (King of Prussia),2021-02-17 13:27, 1Ba,1BR ,40.099007,-75.411432,both pets,in unit,proctected,nan,multi,no smoking
1430,1430,REDUCED RENT! Premier Home W/ New Kitchen! Pet Frndly & Elevator BLD!,1499,948.0,https://philadelphia.craigslist.org/apa/d/west-chester-reduced-rent-premier-home/7278775568.html,2.0, (West Chester),2021-02-17 13:23, 1.5Ba,2BR ,39.966875,-75.602353,both pets,in unit,off-street,nan,multi,no smoking
1431,1431,The Colonial Apartments at 1100 Spruce Street are located in Washingto,2230,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-colonial-apartments-at/7274359664.html,2.0, (1100 SPRUCE ST #3D),2021-02-17 13:23, 2Ba,2BR ,39.9487,-75.1593,both pets,in unit,no,nan,multi,nan
1432,1432,"WELCOME TO 1701 GREEN ST! ONE OF THE NICEST, MODERN APARTMENTS IN THE",1725,787.0,https://philadelphia.craigslist.org/apa/d/philadelphia-welcome-to-1701-green-st/7274407577.html,1.0, (1701 GREEN ST #C),2021-02-17 13:23, 1Ba,1BR ,39.9677,-75.1735,both pets,in unit,no,nan,multi,nan
1433,1433,THIS THIRD FLOOR 2 BEDROOMS AND 2 FULL BATHROOMS HAS STAINLESS STEEL A,2325,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-third-floor-bedrooms/7274407805.html,2.0, (938 NEW MARKET STREET #302),2021-02-17 13:23, 2Ba,2BR ,39.966,-75.151,both pets,in unit,proctected,nan,multi,nan
1434,1434,Beautiful Apt In Great Center City Location!,1175,550.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-apt-in-great/7278777608.html,1.0, (Center City),2021-02-17 13:21, 1Ba,1BR ,39.952095,-75.173828,both pets,on site,no,nan,multi,nan
1435,1435,3 Bedroom Student housing near Temple University,1500,,https://philadelphia.craigslist.org/apa/d/philadelphia-bedroom-student-housing/7278777515.html,3.0, (Philadelphia),2021-02-17 13:21, 1Ba,3BR ,39.983365,-75.164251,no pet,in unit,no,nan,multi,nan
1436,1436,Renovated Studio in great location in Fairmount-Art Museum!,1000,600.0,https://philadelphia.craigslist.org/apa/d/philadelphia-renovated-studio-in-great/7278777341.html,, (Fairmount-Art Museum),2021-02-17 13:21, 1Ba,0BR ,39.966166,-75.163949,both pets,in unit,no,nan,multi,nan
1437,1437,Beautiful Studio in Great Location!!!,995,500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-studio-in-great/7278777105.html,, (UPENN/ University City),2021-02-17 13:20, 1Ba,0BR ,39.955376,-75.206511,no pet,in unit,no,nan,multi,nan
1438,1438,Beautiful 1Br Apt In Great Location!!,1075,600.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-1br-apt-in-great/7278773018.html,1.0, (Washington Square),2021-02-17 13:20, 1Ba,1BR ,39.946632,-75.161941,both pets,on site,no,nan,multi,nan
1439,1439,"❄️W/D, PETS, Balcony w/Weeping Willow View, Gym❄️",1365,720.0,https://philadelphia.craigslist.org/apa/d/west-chester-d-pets-balcony-weeping/7278776088.html,1.0," (Near Exton, Downingtown, Malvern)",2021-02-17 13:19, 1Ba,1BR ,39.96915,-75.561175,both pets,in unit,off-street,nan,multi,nan
1440,1440,1863 sqft 2 bedroom with finished lower level!,2375,1863.0,https://philadelphia.craigslist.org/apa/d/blooming-glen-1863-sqft-bedroom-with/7278768727.html,2.0," (1 Applewood Drive, Philadelphia, PA)",2021-02-17 13:18, 2.5Ba,2BR ,40.3765,-75.2648,no pet,in unit,off-street,nan,multi,nan
1441,1441,"Hardwood Flooring, Beautifully Landscaped, Ceiling Fans",1000,790.0,https://philadelphia.craigslist.org/apa/d/philadelphia-hardwood-flooring/7278770163.html,1.0," (6242 Roosevelt Boulevard, Philadelphia, PA)",2021-02-17 13:17, 1Ba,1BR ,40.03458,-75.073844,both pets,no laundry,proctected,nan,multi,nan
1442,1442,"LVT Flooring, Bar, Pet Spa Station",1370,339.0,https://philadelphia.craigslist.org/apa/d/philadelphia-lvt-flooring-bar-pet-spa/7278775138.html,," (1401 Arch Street, Philadelphia, PA)",2021-02-17 13:17, 1Ba,0BR ,39.954424,-75.163215,both pets,in unit,no,nan,multi,no smoking
1443,1443,2 Bed / 2.5 bath (bi-level),900,856.0,https://philadelphia.craigslist.org/apa/d/philadelphia-bed-25-bath-bi-level/7275099361.html,2.0," (Philadelphia, PA)",2021-02-17 13:15, 2.5Ba,2BR ,39.9362,-75.1563,both pets,in unit,off-street,nan,multi,nan
1444,1444,"Pet Spa Station, Large Closet, BBQ/Picnic Area",2610,845.0,https://philadelphia.craigslist.org/apa/d/philadelphia-pet-spa-station-large/7276625941.html,2.0," (1401 Arch Street, Philadelphia, PA)",2021-02-17 13:14, 2Ba,2BR ,39.954424,-75.163215,both pets,in unit,no,nan,multi,no smoking
1445,1445,START THE NEW YEAR IN THIS PHILADELPHIA CHAPTER LANDMARK PROPERTY ORIG,1540,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-start-the-new-year-in-this/7274350809.html,1.0, (2201 PENNSYLVANIA AVE #1309),2021-02-17 13:13, 1Ba,1BR ,39.9677,-75.1735,both pets,on site,no,nan,multi,nan
1446,1446,THE SOCIETY HILL BUILDING IS A BEAUTIFUL MID-RISE COMMUNITY LOCATED IN,1825,1100.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-society-hill-building/7274353844.html,2.0, (701 SANSOM ST #603),2021-02-17 13:13, 1Ba,2BR ,39.9474,-75.1473,both pets,on site,no,nan,multi,nan
1447,1447,"Putting Green , Stylish Features, Professionally Managed",2440,1218.0,https://philadelphia.craigslist.org/apa/d/concordville-putting-green-stylish/7278771262.html,2.0, (Glen Mills),2021-02-17 13:11, 2Ba,2BR ,39.881383,-75.523257,both pets,in unit,off-street,nan,multi,no smoking
1448,1448,"READDDYYYY, SETTTTT, GOOOOOO!! ⚡️ ⚡️ ⚡️",1756,660.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-readddyyyy-settttt-goooooo/7278733296.html,1.0, (3902 City Ave),2021-02-17 13:10, 1Ba,1BR ,40.008551,-75.210766,both pets,in unit,no,nan,multi,nan
1449,1449,REASONS TO LIVE HERE – BEST APARTMENTS IN PHILLY,1535,550.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-reasons-to-live-here-best/7278764889.html,1.0, (3902 City Ave),2021-02-17 13:07, 1Ba,1BR ,40.008551,-75.210766,both pets,in unit,proctected,nan,multi,nan
1450,1450,Terrific Townhouse! In Springford School District!,2285,1300.0,https://philadelphia.craigslist.org/apa/d/royersford-terrific-townhouse-in/7278768759.html,3.0," (Royersford, Collegeville, King of Prussia)",2021-02-17 13:07, 2.5Ba,3BR ,40.199092,-75.521749,cats,in unit,off-street,nan,multi,nan
1451,1451,"Full Basement, Kitchen Appliances, W/D Hook Ups",940,790.0,https://philadelphia.craigslist.org/apa/d/philadelphia-full-basement-kitchen/7277737309.html,1.0," (6242 Roosevelt Boulevard, Philadelphia, PA)",2021-02-17 13:06, 1Ba,1BR ,40.03458,-75.073844,both pets,no laundry,proctected,nan,multi,nan
1452,1452,Amazing 2 Bedroom/2 Bath Penthouse Home with Great View,2331,886.0,https://philadelphia.craigslist.org/apa/d/philadelphia-amazing-bedroom-bath/7278759707.html,2.0, (Philadelphia),2021-02-17 13:03, 2Ba,2BR ,39.952141,-75.174199,both pets,in unit,no,nan,multi,no smoking
1453,1453,BEAUTIFULLY RENOVATED UNIT IN THE DESIRED COLONNADE BUILDING!,1275,556.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautifully-renovated-unit/7274365381.html,1.0, (1601 SPRING GARDEN ST #511),2021-02-17 13:03, 1Ba,1BR ,39.9677,-75.1735,both pets,in unit,no,nan,multi,nan
1454,1454,THIS SPLENDIDLY RENOVATED WAREHOUSE IN FRANKLIN SQUARE OFFERS UNIQUE,2055,893.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-splendidly-renovated/7274399956.html,2.0, (9 N 9TH ST #609),2021-02-17 13:03, 1Ba,2BR ,39.9487,-75.1593,both pets,in unit,no,nan,multi,nan
1455,1455,A BRAND NEW LOFT-STYLE APARTMENT WAS AVAILABLE IN WASHINGTON SQUARE,2399,962.0,https://philadelphia.craigslist.org/apa/d/philadelphia-brand-new-loft-style/7274407211.html,2.0, (802 SANSOM ST #203),2021-02-17 13:03, 2Ba,2BR ,39.9487,-75.1593,both pets,in unit,no,nan,multi,nan
1456,1456,"Affordable Rittenhouse Square Studio, Center City",750,,https://philadelphia.craigslist.org/apa/d/philadelphia-affordable-rittenhouse/7278765764.html,, (20th and Chestnut),2021-02-17 13:02, 1Ba,0BR ,39.952052,-75.173489,cats,on site,no,nan,multi,no smoking
1457,1457,"One Bedroom w/ DEN, Breakfast Bar, Gym, PETS, W/D",1345,650.0,https://philadelphia.craigslist.org/apa/d/west-chester-one-bedroom-den-breakfast/7278765581.html,1.0, (Near downtown West Chester),2021-02-17 13:02, 1Ba,1BR ,39.96692,-75.551165,both pets,in unit,off-street,nan,multi,no smoking
1458,1458,One of a kind-Spacious-W/D in apt-Patio-2 Gyms-Pool!!!,1345,650.0,https://philadelphia.craigslist.org/apa/d/west-chester-one-of-kind-spacious-d-in/7264072881.html,1.0, (Minutes from downtown West Chester),2021-02-17 12:59, 1Ba,1BR ,39.96692,-75.551165,no pet,no laundry,no,nan,multi,nan
1459,1459,"On-Site Maintenance, Pets Accepted/Cats, On Site Laundry",1025,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-on-site-maintenance-pets/7278758812.html,2.0," (5600 Ogontz Avenue, Philadelphia, PA)",2021-02-17 12:58, 1Ba,2BR ,40.038971,-75.149988,cats,on site,proctected,nan,multi,nan
1460,1460,SPACIOUS 1 BEDROOM UNIT WITH RECENTLY UPDATED FEATURES,1720,580.0,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-bedroom-unit-with/7274350888.html,1.0, (1100 SPRUCE ST #3R),2021-02-17 12:57, 1Ba,1BR ,39.9487,-75.1593,both pets,in unit,no,nan,multi,nan
1461,1461,"THIS 2 BEDROOM, 2 BATH APARTMENT WAS RECENTLY RENOVATED FROM TOP TO BO",1695,3298.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-bedroom-bath/7274359907.html,2.0, (764 S 9TH ST),2021-02-17 12:57, 2Ba,2BR ,39.9362,-75.1563,no pet,on site,no,nan,multi,nan
1462,1462,CORNER 2 BED 1.5 BATH AT 1O AND SPRING GARDEN.FIRST FL: OPEN FLOOR,1500,2448.0,https://philadelphia.craigslist.org/apa/d/philadelphia-corner-bed-15-bath-at-1o/7274363277.html,2.0, (1000 MOUNT VERNON ST #A 1 F),2021-02-17 12:57, 1Ba,2BR ,39.966,-75.151,no pet,on site,no,nan,multi,nan
1463,1463,"Spacious 1 Bedroom, First Floor Fabulous",1535,750.0,https://philadelphia.craigslist.org/apa/d/royersford-spacious-bedroom-first-floor/7278762160.html,1.0," (Royersford, Collegeville, King of Prussia)",2021-02-17 12:57, 1Ba,1BR ,40.199092,-75.521749,cats,in unit,no,nan,multi,nan
1464,1464,"Naturally Lit 1 BR in Rittenhouse. Brand New Bathroom, Courtyard +More",1295,,https://philadelphia.craigslist.org/apa/d/philadelphia-naturally-lit-br-in/7278736430.html,1.0, (Philadelphia),2021-02-17 12:55, 1Ba,1BR ,39.946042,-75.173173,cats,on site,no,nan,multi,no smoking
1465,1465,*FREE RENT 3 MONTHS ON AN 18 MONTH LEASE!!!!,1400,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-free-rent-months-on-an-18/7276584596.html,2.0, (Northern Liberties/South Kensington Area),2021-02-17 12:55, 1Ba,2BR ,39.97707,-75.14529,no pet,on site,off-street,nan,multi,nan
1466,1466,"Individual Intrusion Alarms, Dishwasher, Newly Renovated Interiors",1910,1124.0,https://philadelphia.craigslist.org/apa/d/west-chester-individual-intrusion/7276955604.html,2.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-17 12:54, 2Ba,2BR ,39.929855,-75.582336,both pets,in unit,off-street,nan,multi,no smoking
1467,1467,Hurry in to tour our brand new 2 bedroom apts for 2 months free rent!,2480,1116.0,https://philadelphia.craigslist.org/apa/d/philadelphia-hurry-in-to-tour-our-brand/7278760509.html,2.0," (Fishtown, Northern Liberties, Olde Kensington)",2021-02-17 12:54, 2Ba,2BR ,39.970941,-75.139247,both pets,in unit,proctected,nan,multi,no smoking
1468,1468,218 Arch Street Apartments *MOVE IN SPECIALS*,1925,696.0,https://philadelphia.craigslist.org/apa/d/philadelphia-218-arch-street-apartments/7269748190.html,1.0, (philadelphia),2021-02-17 12:54, 1Ba,1BR ,39.951972,-75.143604,both pets,in unit,proctected,wood,multi,nan
