,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,latitude,longitude,pet,laundry,parking,Apartment_type
1487,Chancery Lane Aparments *MOVE IN SPECIALS*,1395.0,526.0,https://philadelphia.craigslist.org/apa/d/philadelphia-chancery-lane-aparments/7271503871.html,1.0, (philadelphia),2021-02-17 12:52,1.0,39.951852,-75.142651,both pets,in unit,no,multi
1488,Chancery Lane Apartments *MOVE IN SPECIALS*,1445.0,453.0,https://philadelphia.craigslist.org/apa/d/philadelphia-chancery-lane-apartments/7271476380.html,1.0, (philadelphia),2021-02-17 12:52,1.0,39.951852,-75.142651,both pets,in unit,no,multi
1489,218 Arch Street Apartments *ONE MONTH FREE* Rooftop,1895.0,720.0,https://philadelphia.craigslist.org/apa/d/philadelphia-218-arch-street-apartments/7269203521.html,1.0, (Old City),2021-02-17 12:52,1.0,39.951972,-75.143604,both pets,in unit,proctected,multi
1492,"Large Porch, Eat-in-Kitchen, W/D, Fenced Yard, Easy Parking, 3 beds/1.",1440.0,1408.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-large-porch-eat-in-kitchen/7278740073.html,3.0, (Philadelphia__142 Lauriston St),2021-02-17 12:50,1.5,40.020338,-75.208607,both pets,no laundry,off-street,single
1493,"1 bed- Pet friendly Community, Lap Pool, Garage Parking",1550.0,704.0,https://philadelphia.craigslist.org/apa/d/paoli-bed-pet-friendly-community-lap/7273088356.html,1.0, (Malvern),2021-02-17 12:50,1.0,40.037661,-75.50867,both pets,in unit,protected,multi
1494,"Lease a Lifestyle Makeover, In Pursuit of Perfection",2128.0,1210.0,https://philadelphia.craigslist.org/apa/d/west-chester-lease-lifestyle-makeover/7278745947.html,2.0, (West Chester),2021-02-17 12:49,2.0,39.9441,-75.5882,both pets,in unit,proctected,multi
1495,Located in the heart of Paoli,1250.0,1000.0,https://philadelphia.craigslist.org/apa/d/paoli-located-in-the-heart-of-paoli/7278755888.html,1.0," (Paoli, PA)",2021-02-17 12:47,1.0,40.040396,-75.481664,no pet,in unit,off-street,multi
1497,"Central Air, H/W Floors, Backyard, Basement Laundry, Pets Allowed",1300.0,1396.9347826086957,https://philadelphia.craigslist.org/apa/d/philadelphia-central-air-w-floors/7278749764.html,2.0, (Port Richmond),2021-02-17 12:45,1.0,39.989048,-75.110704,both pets,in unit,no,single
1500,"2118 Walnut St (Rittenhouse Sq): 1 BR, Avail now( 1 month free rent!",1375.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-2118-walnut-st-rittenhouse/7278734426.html,1.0, (Rittenhouse),2021-02-17 12:42,1.0,39.950769,-75.175738,cats,on site,no,multi
1504,"15th & Spruce, 1BR Eat-In Kitchen, HW Floors &More!1 month free rent!",1400.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-15th-spruce-1br-eat-in/7278745427.html,1.0, (rittenhouse square),2021-02-17 12:41,1.0,39.9489,-75.1661,cats,on site,no,multi
1506,Tailored To Your Highest Standards – 3 Bedroom Apartment,3366.0,1500.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-tailored-to-your-highest/7278731305.html,3.0, (3902 City Ave),2021-02-17 12:41,3.0,40.008551,-75.210766,both pets,in unit,proctected,multi
1508,17th & Spruce - Large & Modern 1B w/ Central Air + More!,1310.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-17th-spruce-large-modern/7278743745.html,1.0, (ritten house square),2021-02-17 12:39,1.0,39.94758,-75.169614,cats,on site,no,multi
1509,A gorgeous Glenside home is now available for you!,1255.0,1350.0,https://philadelphia.craigslist.org/apa/d/philadelphia-gorgeous-glenside-home-is/7278733407.html,3.0, (philadelphia),2021-02-17 12:39,2.0,40.0343,-75.1213,both pets,on site,no,multi
1511,"1 and 2 Bedrooms Available, W/D Hook Ups ,  Private Entrances",1000.0,790.0,https://philadelphia.craigslist.org/apa/d/philadelphia-and-bedrooms-available-d/7278735939.html,1.0," (6242 Roosevelt Boulevard, Philadelphia, PA)",2021-02-17 12:37,1.0,40.03458,-75.073844,both pets,no laundry,proctected,multi
1512,3 bedrooms 1 bathroom house in northeast of Philly,1100.0,1120.0,https://philadelphia.craigslist.org/apa/d/philadelphia-bedrooms-bathroom-house-in/7269632333.html,3.0, (66xx Gillespie street),2021-02-17 12:37,1.0,40.026838,-75.048829,no pet,in unit,proctected,single
1513,3 bedrooms 2 bathrooms apartment in the heart of South Philly,1200.0,1350.6103896103896,https://philadelphia.craigslist.org/apa/d/philadelphia-bedrooms-bathrooms/7276777567.html,3.0, (21xx S Broad St),2021-02-17 12:36,2.0,39.907503,-75.168543,no pet,no laundry,no,multi
1514,2 bedrooms apartment in the heart of south Philly,900.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-bedrooms-apartment-in-the/7276779791.html,2.0, (21xx S Broad St #2),2021-02-17 12:36,1.0,39.924409,-75.169744,no pet,no laundry,no,multi
1515,"Electric fireplace, Media room, Full-size washer and dryer, Elevators",1495.0,800.0,https://philadelphia.craigslist.org/apa/d/chadds-ford-electric-fireplace-media/7278741447.html,1.0, (Chadds Ford),2021-02-17 12:36,1.0,39.8648,-75.5885,both pets,in unit,off-street,multi
1517,Newly Ren*Beautiful Block*A/C*Laundry*,1450.0,575.0,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renbeautiful-blocka/7265112727.html,1.0, (133 N 4th St.),2021-02-17 12:36,1.0,39.953654,-75.146534,cats,on site,off-street,multi
1518,"Picnic Area, Dog Park, Playground",1914.0,1271.0,https://philadelphia.craigslist.org/apa/d/west-chester-picnic-area-dog-park/7278740185.html,2.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-17 12:35,2.0,39.929855,-75.582336,both pets,in unit,off-street,multi
1519,NEWLY RENOVATED ONE BEDROOM APARTMENTS,825.0,502.0,https://philadelphia.craigslist.org/apa/d/newly-renovated-one-bedroom-apartments/7278743873.html,1.0, (Grant and Boulevard),2021-02-17 12:35,1.0,40.081815,-75.0313,no pet,on site,off-street,multi
1520,Astonishing Three Bedroom With Brand New Appliances PA,850.0,1008.0,https://philadelphia.craigslist.org/apa/d/philadelphia-astonishing-three-bedroom/7278736729.html,3.0," (Philadelphia, PA 19140)",2021-02-17 12:34,3.0,40.018992,-75.158381,both pets,in unit,no,single
1521,Modern One Bedroom Available Immediately!,2129.0,860.0,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-one-bedroom/7278740515.html,1.0, (Philadelphia),2021-02-17 12:33,1.0,39.958523,-75.165587,both pets,in unit,proctected,multi
1522,Cozy One Bedroom Apartment for Rent in Washington Square West!,1275.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-cozy-one-bedroom-apartment/7267421571.html,1.0, (Washington Square West),2021-02-17 12:32,1.0,39.944711,-75.158214,both pets,on site,no,multi
1523,Charming One Bedroom Apartment for Rent in Washington Square West!,1145.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-charming-one-bedroom/7267421734.html,1.0, (Washington Square West),2021-02-17 12:32,1.0,39.944711,-75.158214,both pets,on site,no,multi
1524,Beautiful One Bedroom for Rent in Art Museum District!,1475.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-one-bedroom-for/7267422975.html,1.0, (Art Museum District),2021-02-17 12:32,1.0,39.963983,-75.173337,no pet,on site,no,multi
1525,Fantastic Two Bedroom Apartment for Rent in Art Museum District!,1550.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-fantastic-two-bedroom/7267423076.html,2.0, (Art Museum District),2021-02-17 12:32,1.0,39.963983,-75.173337,both pets,on site,no,multi
1527,“True Living Experience” - Adams @ Presidential City,2160.0,970.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-true-living-experience/7278741423.html,2.0, (3902 City Ave),2021-02-17 12:31,2.0,40.008551,-75.210766,both pets,in unit,proctected,multi
1529,2BD 2BA With Spacious Living Room,1877.0,1137.0,https://philadelphia.craigslist.org/apa/d/norristown-2bd-2ba-with-spacious-living/7273165014.html,2.0," (1876 Minutemen Ln, Eagleville, PA, US)",2021-02-17 12:30,2.0,40.1496,-75.3796,both pets,in unit,off-street,multi
1530,"Resort-Style Swimming Pool, Garages, 24-hour Fitness Center",2314.0,1394.0,https://philadelphia.craigslist.org/apa/d/west-chester-resort-style-swimming-pool/7276925580.html,3.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-17 12:23,2.0,39.929855,-75.582336,both pets,in unit,off-street,multi
1531,"Business Center, Surface Parking, Fitness Center",1865.0,859.0,https://philadelphia.craigslist.org/apa/d/philadelphia-business-center-surface/7275532731.html,1.0, (Graduate Hospital),2021-02-17 12:22,1.0,39.945513,-75.172173,both pets,in unit,off-street,multi
1532,THIS NEWLY REHABBED HOUSE WITH WALKING DISTANCE TO ALL CENTER CITY,1700.0,2786.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-newly-rehabbed-house/7278722828.html,2.0, (1536 RODMAN),2021-02-17 12:20,1.0,39.9379,-75.1794,no pet,on site,no,single
1533,Private Entrance 2BR w/ Balcony,1620.0,950.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-private-entrance-2br-balcony/7278738713.html,2.0, (Bala Cynwyd),2021-02-17 12:20,2.0,40.0118,-75.2342,no pet,no laundry,no,multi
1534,"Newly Renovated, W/D, SS Appliances, Free Parking, Elevator BLDG, Gym",1485.0,731.0,https://philadelphia.craigslist.org/apa/d/west-chester-newly-renovated-d-ss/7278737992.html,1.0, (Gym),2021-02-17 12:19,1.0,39.967878,-75.60231,both pets,on site,off-street,multi
1535,"Come Look and Lease, Direct Access Garages, Open Floor Plans",1814.0,1206.0,https://philadelphia.craigslist.org/apa/d/lansdale-come-look-and-lease-direct/7278737092.html,2.0, (Lansdale),2021-02-17 12:17,2.0,40.226234,-75.283466,both pets,in unit,proctected,multi
1536,"Upgraded Units Available, On-Site Parking Garage, On-Site Laundry",895.0,706.0,https://philadelphia.craigslist.org/apa/d/philadelphia-upgraded-units-available/7275931922.html,1.0," (5600 Ogontz Avenue, Philadelphia, PA)",2021-02-17 12:17,1.0,40.038971,-75.149988,cats,on site,proctected,multi
1538,Private Entrance 2BR w/ Basement,1825.0,1000.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-private-entrance-2br/7278735941.html,2.0, (Bala Cynwyd),2021-02-17 12:16,2.0,40.0118,-75.2342,no pet,no laundry,no,multi
1539,"Come Look and Lease, Fenced Dog Park, Off Street Parking",1725.0,1078.0,https://philadelphia.craigslist.org/apa/d/bridgeport-come-look-and-lease-fenced/7278735889.html,2.0, (Norristown),2021-02-17 12:16,2.0,40.110645,-75.324535,both pets,in unit,no,multi
1540,"1 bed- Spacious closets, Professional management, Garages available",1460.0,680.0,https://philadelphia.craigslist.org/apa/d/southeastern-bed-spacious-closets/7274668061.html,1.0, (West Chester),2021-02-17 12:15,1.0,39.96796,-75.531002,cats,in unit,no,multi
1541,GYM >>>> SNOOZE BUTTON,1548.0,725.0,https://philadelphia.craigslist.org/apa/d/philadelphia-gym-snooze-button/7278720483.html,1.0, (633 W. Rittenhouse Street),2021-02-17 12:15,1.0,40.030637,-75.183731,both pets,in unit,no,multi
1542,Making HGTV Jealous! Click Here To See Final Project 👀 👀,1756.0,660.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-making-hgtv-jealous-click/7278730626.html,1.0, (3902 City Ave),2021-02-17 12:12,1.0,40.008551,-75.210766,both pets,in unit,proctected,multi
1543,Renovated Terrace Level Two Bedroom,1755.0,1088.0,https://philadelphia.craigslist.org/apa/d/glenmoore-renovated-terrace-level-two/7278733447.html,2.0," (900 Selwyn Pl, Glenmoore, PA, US)",2021-02-17 12:12,2.0,40.0846,-75.7711,both pets,in unit,off-street,multi
1545,RARELY OFFERED STUDIO FOR RENT IN CITY VIEW WITH BEAUTIFUL SOUTH FACIN,1295.0,450.0,https://philadelphia.craigslist.org/apa/d/philadelphia-rarely-offered-studio-for/7264427726.html,0.0, (ART MUSEUM (FAIRMO),2021-02-17 12:11,1.0,39.9677,-75.1735,no pet,on site,protected,multi
1548,THIS SPLENDIDLY RENOVATED WAREHOUSE IN FRANKLIN SQUARE OFFERS UNIQUE,2055.0,893.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-splendidly-renovated/7264912685.html,2.0, (CHINATOWN),2021-02-17 12:11,1.0,39.9487,-75.1593,both pets,in unit,no,multi
1549,"LARGE 1 BEDROOM, 1 BATH APARTMENT IN NORTHERN LIBERTIES",1500.0,950.0,https://philadelphia.craigslist.org/apa/d/philadelphia-large-bedroom-bath/7264913518.html,1.0, (NORTHERN LIBERTIES),2021-02-17 12:11,1.0,39.966,-75.151,both pets,on site,no,single
1552,"Pets Accepted/Cats, New Appliances, On-Site Parking Garage",1025.0,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-pets-accepted-cats-new/7278714868.html,2.0," (5600 Ogontz Avenue, Philadelphia, PA)",2021-02-17 12:09,1.0,40.038971,-75.149988,cats,on site,proctected,multi
1553,4412 Locust St-University City- Entire 2nd floor,1100.0,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-4412-locust-st-university/7276498896.html,1.0, (4412 Locust Street 2nd floor),2021-02-17 12:08,1.0,39.953921,-75.210495,cats,no laundry,no,multi
1555,"Schedule a Tour, BBQ and Picnic Areas, Stylish Features",1617.0,913.0,https://philadelphia.craigslist.org/apa/d/concordville-schedule-tour-bbq-and/7278730528.html,1.0, (Glen Mills),2021-02-17 12:07,1.0,39.881383,-75.523257,both pets,in unit,off-street,multi
1556,"Outdoor Cinema TV, Grills, Fire places and outdoor Track",2875.0,1181.0,https://philadelphia.craigslist.org/apa/d/philadelphia-outdoor-cinema-tv-grills/7277702178.html,2.0, (Center City South),2021-02-17 12:06,2.0,39.939062,-75.166569,both pets,in unit,proctected,multi
1557,"On-Site Maintenance, In-Unit Laundry, Walk-In Shower",1595.0,624.0,https://philadelphia.craigslist.org/apa/d/philadelphia-on-site-maintenance-in/7275488783.html,1.0," (100 North 17th Street, Philadelphia, PA)",2021-02-17 12:06,1.0,39.955008,-75.167989,both pets,in unit,no,multi
1559,Affordable Senior Living!!!,460.0,550.0,https://philadelphia.craigslist.org/apa/d/philadelphia-affordable-senior-living/7278728742.html,1.0, (Philadelphia),2021-02-17 12:04,1.0,39.975569,-75.156308,both pets,on site,no,multi
1561,"Open-Concept, Rooftop Sundeck, Guest Suites",2610.0,845.0,https://philadelphia.craigslist.org/apa/d/philadelphia-open-concept-rooftop/7274917596.html,2.0, (Center City),2021-02-17 12:02,2.0,39.954424,-75.163215,both pets,in unit,no,multi
1563,EXCELLENT VALUE! SPACIOUS TWO BEDROOMS ONE BATH IN NORTH TOWER +,1995.0,891.0,https://philadelphia.craigslist.org/apa/d/philadelphia-excellent-value-spacious/7278713973.html,2.0, (2001 HAMILTON ST #319),2021-02-17 11:59,1.0,39.9677,-75.1735,both pets,on site,protected,multi
1564,BBQ Area/Courtyards/Fitness Cntr/Laundry/Pet Friendly /Off St Parking,1230.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-bbq-area-courtyards/7278725267.html,1.0, (Roxborough),2021-02-17 11:58,1.0,40.052739,-75.236234,both pets,on site,off-street,multi
1565,1 BD + Loft - Schedule Your Tour Today!,1827.0,892.0,https://philadelphia.craigslist.org/apa/d/norristown-bd-loft-schedule-your-tour/7273131537.html,1.0," (1876 Minutemen Ln, Eagleville, PA, US)",2021-02-17 11:58,1.0,40.1496,-75.3796,both pets,in unit,off-street,multi
1566,"Enclosed Glass Showers, Bike Repair Room, Chef-Inspired Kitchens",3419.0,1705.0,https://philadelphia.craigslist.org/apa/d/valley-forge-enclosed-glass-showers/7278723574.html,2.0, (King of Prussia),2021-02-17 11:56,2.5,40.099007,-75.411432,both pets,in unit,proctected,multi
1568,Immediate Move In For 1 Bedroom / 1 Bathroom,490.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-immediate-move-in-for/7275610073.html,1.0," (1401 Spruce St, Philadelphia, Pennsylvania Avenue of the Art)",2021-02-17 11:55,1.0,39.9489,-75.1661,both pets,in unit,proctected,multi
1572,RENTAL IN COATESVILLE!,2000.0,2740.0,https://philadelphia.craigslist.org/apa/d/coatesville-rental-in-coatesville/7278709371.html,4.0, (Coatesville),2021-02-17 11:50,4.0,39.984,-75.825,both pets,on site,proctected,single
1573,"Center City When You Need It, Suburbs When You Want It",1810.0,950.0,https://philadelphia.craigslist.org/apa/d/philadelphia-center-city-when-you-need/7278719307.html,2.0, (633 W. Rittenhouse Street),2021-02-17 11:49,2.0,40.030637,-75.183731,both pets,in unit,proctected,multi
1575,Proper design. Smartly priced. Ready to move-in - 318,1300.0,510.0,https://philadelphia.craigslist.org/apa/d/philadelphia-proper-design-smartly/7278681560.html,1.0, (Walnut Hill/West Philadelphia),2021-02-17 11:45,1.0,39.95408,-75.219676,both pets,on site,no,multi
1579,"Disability Access, Private Patio or Balcony, Air Conditioning",2314.0,1394.0,https://philadelphia.craigslist.org/apa/d/west-chester-disability-access-private/7277741268.html,3.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-17 11:43,2.0,39.929855,-75.582336,both pets,in unit,off-street,multi
1580,"New New New! Tour TODAY! New Carpet, W\D, Stove! Storage Unit! Balcony",1415.0,720.0,https://philadelphia.craigslist.org/apa/d/west-chester-new-new-new-tour-today-new/7278716031.html,1.0, (West Chester),2021-02-17 11:43,1.0,39.9845,-75.5962,both pets,in unit,off-street,multi
1582,WELCOME TO THIS BEAUTIFUL BI-LEVEL LOFT RENTAL UNIT IN OLD CITY!,2000.0,985.0,https://philadelphia.craigslist.org/apa/d/philadelphia-welcome-to-this-beautiful/7278714009.html,2.0, (142 N 2ND ST #3),2021-02-17 11:39,2.0,39.9474,-75.1473,both pets,on site,proctected,multi
1583,"Gray Carpet/Paint, Elevator, Onsite/Virt Tours, Pool, Gym, Storage",1505.0,748.0,https://philadelphia.craigslist.org/apa/d/doylestown-gray-carpet-paint-elevator/7278713990.html,1.0, (Doylestown),2021-02-17 11:39,1.0,40.3054,-75.1489,both pets,on site,off-street,multi
1585,First floor two bedroom - all new - ready now!,1895.0,927.0,https://philadelphia.craigslist.org/apa/d/philadelphia-first-floor-two-bedroom/7269199668.html,2.0, (Manayunk Roxborough),2021-02-17 11:38,2.0,40.044542,-75.24682,both pets,in unit,off-street,multi
1586,Beautifully Renovated 2 Bedroom,1895.0,927.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautifully-renovated/7269209217.html,2.0, (Roxborough/Manayunk),2021-02-17 11:38,2.0,40.044732,-75.246928,both pets,in unit,off-street,multi
1587,Newly Renovated 2 bedroom,1895.0,927.0,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-bedroom/7269490763.html,2.0, (Roxborough/Manayunk),2021-02-17 11:38,2.0,40.044838,-75.246874,both pets,in unit,off-street,multi
1588,"Elevator, Onsite/Virt Tours, Dog Pk, Pool, Gym, New Gray Carpet/Paint",1770.0,968.0,https://philadelphia.craigslist.org/apa/d/doylestown-elevator-onsite-virt-tours/7277700041.html,2.0, (Doylestown),2021-02-17 11:38,2.0,40.3054,-75.1489,both pets,on site,off-street,multi
1589,Don't miss out on this one bedroom!,1595.0,1044.0,https://philadelphia.craigslist.org/apa/d/philadelphia-dont-miss-out-on-this-one/7276448727.html,1.0, (Manayunk Roxborough Philadelphia),2021-02-17 11:38,1.5,40.044411,-75.246134,no pet,in unit,off-street,multi
1590,"Elevator, Onsite/Virt Tours, Pets Wel/Dog Pk, Pool, Gym, Tennis Ct",1770.0,968.0,https://philadelphia.craigslist.org/apa/d/doylestown-elevator-onsite-virt-tours/7276471599.html,2.0, (Doylestown),2021-02-17 11:38,2.0,40.3054,-75.1489,both pets,on site,off-street,multi
1592,"One and two bedrooms starting at $1,395.00.",1395.0,616.0,https://philadelphia.craigslist.org/apa/d/philadelphia-one-and-two-bedrooms/7266519951.html,1.0, (Manayunk Roxborough),2021-02-17 11:38,1.0,40.044148,-75.247507,no pet,in unit,off-street,multi
1593,For all your needs! Come see our move-in special - 604,1500.0,720.0,https://philadelphia.craigslist.org/apa/d/philadelphia-for-all-your-needs-come/7278703733.html,2.0, (West Philadelphia/Walnut Hill),2021-02-17 11:38,1.0,39.95403,-75.219719,both pets,on site,no,multi
1594,"Elevator, Onsite/Virt Tours, Pets Wel/Dog Pk, Pool, Gym, Central Air",1770.0,968.0,https://philadelphia.craigslist.org/apa/d/doylestown-elevator-onsite-virt-tours/7277704868.html,2.0, (Doylestown),2021-02-17 11:38,2.0,40.3054,-75.1489,both pets,on site,off-street,multi
1595,1 & 2 Bedrooms - Manayunk area - free parking.,1395.0,616.0,https://philadelphia.craigslist.org/apa/d/philadelphia-bedrooms-manayunk-area/7268211270.html,1.0, (Manayunk Roxborough),2021-02-17 11:37,1.0,40.044279,-75.24682,no pet,in unit,off-street,multi
1596,"One and two bedrooms starting at $1,395.00.",1395.0,616.0,https://philadelphia.craigslist.org/apa/d/philadelphia-one-and-two-bedrooms/7266519276.html,1.0, (Manayunk Roxborough Philadelphia),2021-02-17 11:37,1.0,40.044674,-75.246992,no pet,in unit,off-street,multi
1597,Don't miss out on this little slice of heaven!,1725.0,927.0,https://philadelphia.craigslist.org/apa/d/philadelphia-dont-miss-out-on-this/7265184235.html,2.0, (Philadephia),2021-02-17 11:37,2.0,40.0402,-75.2231,both pets,in unit,off-street,multi
1599,Manayunk area with FREE parking....,1895.0,927.0,https://philadelphia.craigslist.org/apa/d/philadelphia-manayunk-area-with-free/7264117111.html,2.0, (Philadephia),2021-02-17 11:37,2.0,40.044617,-75.247142,both pets,in unit,off-street,multi
1600,"Quiet Community, Great Neighbors",1395.0,616.0,https://philadelphia.craigslist.org/apa/d/philadelphia-quiet-community-great/7266078110.html,1.0, (Philadephia),2021-02-17 11:37,1.0,40.044148,-75.246649,no pet,in unit,off-street,multi
1601,"2 Bedroom 2 Bath, Hardwood Floors",1745.0,1033.0,https://philadelphia.craigslist.org/apa/d/philadelphia-bedroom-bath-hardwood/7271499172.html,2.0, (Philadelphia),2021-02-17 11:37,2.0,40.044017,-75.246992,both pets,in unit,off-street,multi
1602,Need an upgrade in your life?,1895.0,927.0,https://philadelphia.craigslist.org/apa/d/philadelphia-need-an-upgrade-in-your/7274043517.html,2.0, (Philadephia),2021-02-17 11:37,2.0,40.044674,-75.24682,both pets,in unit,off-street,multi
1603,Make Me Yours...Quick Move In!,1895.0,927.0,https://philadelphia.craigslist.org/apa/d/philadelphia-make-me-yoursquick-move-in/7272204679.html,2.0, (Philadelphia),2021-02-17 11:37,2.0,40.043885,-75.24682,both pets,in unit,off-street,multi
1604,One Bedroom Available 4/9/2021,1395.0,616.0,https://philadelphia.craigslist.org/apa/d/philadelphia-one-bedroom-available/7268508988.html,1.0, (Philadelphia),2021-02-17 11:37,1.0,40.044411,-75.247335,no pet,in unit,off-street,multi
1605,"Bike Repair Room, Side-by-side Refrigerator with Ice Maker, Cyber Cafe",1549.0,699.0,https://philadelphia.craigslist.org/apa/d/valley-forge-bike-repair-room-side-by/7276554233.html,1.0, (King of Prussia),2021-02-17 11:37,1.0,40.099007,-75.411432,both pets,in unit,proctected,multi
1606,"Lovely 2 BR, perfect for couple working from home!",1550.0,950.0,https://philadelphia.craigslist.org/apa/d/philadelphia-lovely-br-perfect-for/7274022916.html,2.0, (Spring Garden Fairmount),2021-02-17 11:36,1.0,39.969178,-75.179894,both pets,in unit,no,multi
1607,"New Gray Carpet/Paint, Elevator, Onsite/Virt Tours, Pool, Gym,Pets Wel",1770.0,968.0,https://philadelphia.craigslist.org/apa/d/doylestown-new-gray-carpet-paint/7278712241.html,2.0, (Doylestown),2021-02-17 11:36,2.0,40.3054,-75.1489,both pets,on site,off-street,multi
1608,Tour TODAY! Storage Unit! 2nd Fl! Balcony! W\D! Bark Park! Parking!!,1365.0,720.0,https://philadelphia.craigslist.org/apa/d/west-chester-tour-today-storage-unit/7278712188.html,1.0, (West Chester),2021-02-17 11:36,1.5,39.974307,-75.602485,both pets,in unit,off-street,multi
1610,"FREE MONTH,Great Parking, Pet Friendly,Washer/Dryer, Walk to train",1860.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/wynnewood-free-monthgreat-parking-pet/7278705897.html,2.0," (Wynnewood, Ardmore, Narberth, Bryn Mawr)",2021-02-17 11:35,1.0,40.0,-75.276,both pets,in unit,off-street,multi
1611,"Beautiful Upgraded Unit,  24/7 Emergency Maintenance, Vinyl Flooring",1100.0,800.0,https://philadelphia.craigslist.org/apa/d/cheltenham-beautiful-upgraded-unit-24/7278704590.html,1.0," (6000 Tabor Avenue, Philadelphia, PA)",2021-02-17 11:35,1.0,40.042487,-75.096603,both pets,on site,no,multi
1612,Private 2 BR with patio and deck!,1600.0,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-private-br-with-patio-and/7274030055.html,1.0, (Spring Garden Fairmount),2021-02-17 11:34,1.0,39.96352,-75.172276,both pets,in unit,no,multi
1613,"Fresh and Bright, work from home",1595.0,950.0,https://philadelphia.craigslist.org/apa/d/philadelphia-fresh-and-bright-work-from/7264414204.html,2.0, (Fairmount Spring Garden),2021-02-17 11:34,1.0,39.969178,-75.179722,both pets,in unit,no,multi
1614,Beautiful and affordable! Available April 2021.,1650.0,950.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-and-affordable/7274014772.html,2.0," (Art Museum, Fairmount, 26th and Aspen)",2021-02-17 11:34,1.0,39.969161,-75.179636,both pets,in unit,no,multi
1615,Renovated Top Floor One Bedroom Apartment,1565.0,917.0,https://philadelphia.craigslist.org/apa/d/glenmoore-renovated-top-floor-one/7278702786.html,1.0," (900 Selwyn Pl, Glenmoore, PA, US)",2021-02-17 11:33,1.0,40.0846,-75.7711,both pets,in unit,off-street,multi
1616,"Garbage disposal, Dog Park, Disability Access",1914.0,1124.0,https://philadelphia.craigslist.org/apa/d/west-chester-garbage-disposal-dog-park/7278698940.html,2.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-17 11:31,2.0,39.929855,-75.582336,both pets,in unit,off-street,multi
1618,"2 bed- Valet Dry Cleaning, Lap Pool, Designer flooring throughout",2105.0,1124.0,https://philadelphia.craigslist.org/apa/d/paoli-bed-valet-dry-cleaning-lap-pool/7274961817.html,2.0, (Malvern),2021-02-17 11:29,2.0,40.037661,-75.50867,both pets,in unit,protected,multi
1619,Pet Friendly/Spacious Closets/Off St Prkng/Laundry/Fitness Ctr Access,1195.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-pet-friendly-spacious/7278707720.html,1.0, (Roxborough- Close to Manayunk),2021-02-17 11:29,1.0,40.044923,-75.231167,both pets,on site,off-street,multi
1620,"Move-in customer service orientation, Central air, Ceiling fans",1995.0,1624.0,https://philadelphia.craigslist.org/apa/d/blooming-glen-move-in-customer-service/7278694899.html,1.0," (1 Applewood Drive, Philadelphia, PA)",2021-02-17 11:28,2.0,40.3765,-75.2648,no pet,in unit,off-street,multi
1621,"ELEGANT, SPACIOUS AND BRIGHT SEMI-FURNISHED 3 BEDROOM/2.5 BATH TOWNHOU",2900.0,1560.0,https://philadelphia.craigslist.org/apa/d/philadelphia-elegant-spacious-and/7278697184.html,3.0, (1331 RODMAN ST),2021-02-17 11:28,2.5,39.9362,-75.1563,both pets,in unit,no,single
1623,RENT SPECIAL:1 BR apartment in the heart of the Rittenhouse Sq area,1499.0,600.0,https://philadelphia.craigslist.org/apa/d/philadelphia-rent-special1-br-apartment/7275267567.html,1.0, (1827 Spruce St #1F),2021-02-17 11:24,1.0,39.947971,-75.172748,cats,in unit,no,multi
