,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,latitude,longitude,pet,laundry,parking,Apartment_type
623,"Stylish Features, Pets Welcome, Bike Storage",1725.0,1078.0,https://philadelphia.craigslist.org/apa/d/bridgeport-stylish-features-pets/7279131234.html,2.0, (Norristown),2021-02-18 09:49,2.0,40.110645,-75.324535,both pets,in unit,no,multi
624,"4849 Ogle St, 3 bedroom 2 bathroom... just move in",916.0,1350.6103896103896,https://philadelphia.craigslist.org/apa/d/philadelphia-4849-ogle-st-bedroom/7265185386.html,3.0," (Philadelphia, PA)",2021-02-18 09:49,3.0,40.0275,-75.2242,both pets,in unit,proctected,multi
625,"2643 Snyder Ave, 3 Bedroom 1.5 Bath- Available Now",853.0,1350.6103896103896,https://philadelphia.craigslist.org/apa/d/philadelphia-2643-snyder-ave-bedroom-15/7265185194.html,3.0," (Philadelphia, PA)",2021-02-18 09:49,2.0,39.9227,-75.1812,both pets,in unit,proctected,multi
630,"Cable Ready, Upgraded Appliances available, On-Site Maintenance",1025.0,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-cable-ready-upgraded/7273114653.html,2.0," (5600 Ogontz Avenue, Philadelphia, PA)",2021-02-18 09:48,1.0,40.038971,-75.149988,cats,on site,proctected,multi
639,*** 2 BEDROOMS AND 1 BATH APARTMENT AVAILABLE IN COBBS CREEK! ***,1200.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-bedrooms-and-bath/7279123046.html,2.0, (Cobbs Creek),2021-02-18 09:47,1.0,40.013781,-75.06185,cats,in unit,no,multi
640,DREAM APARTMENT! 1 BED 1 BATH!,1700.0,583.0,https://philadelphia.craigslist.org/apa/d/philadelphia-dream-apartment-bed-bath/7279129853.html,1.0, (Passyunk Square),2021-02-18 09:47,1.0,39.933054,-75.159177,both pets,in unit,no,multi
642,Amazing Special!!! 1 Bedroom 1 Bath  $1675  IN DOYLESTOWN  TODAY!!!,1675.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/doylestown-amazing-special-bedroom-bath/7279122426.html,1.0, (Doylestown),2021-02-18 09:45,1.0,40.3054,-75.1489,both pets,in unit,off-street,multi
647,"7821 Devon St, 3 Bedroom 2 Bath- Available Now",851.0,1350.6103896103896,https://philadelphia.craigslist.org/apa/d/philadelphia-7821-devon-st-bedroom-bath/7271454638.html,3.0," (Philadelphia, PA)",2021-02-18 09:44,2.0,40.0723,-75.2034,both pets,in unit,off-street,multi
648,"2110 Delancey St, 4 Bedroom 4 Bath- Available Now",2000.0,1839.8333333333333,https://philadelphia.craigslist.org/apa/d/philadelphia-2110-delancey-st-bedroom/7271455387.html,4.0," (Philadelphia, PA)",2021-02-18 09:44,4.0,39.9513,-75.1741,both pets,in unit,protected,multi
650,DREAM APARTMENT! 2 BED 2 BATH!,2250.0,805.0,https://philadelphia.craigslist.org/apa/d/philadelphia-dream-apartment-bed-bath/7279128805.html,2.0, (Passyunk Square),2021-02-18 09:44,2.0,39.933054,-75.159177,both pets,in unit,no,multi
655,"New Reno, W/D, SS Appliances, Patio, Elevator BLDG, Gym, Free Parking",1485.0,731.0,https://philadelphia.craigslist.org/apa/d/west-chester-new-reno-d-ss-appliances/7279128022.html,1.0, (West Chester),2021-02-18 09:43,1.0,39.967813,-75.602438,both pets,on site,off-street,multi
658,NEW CONSTRUCTION 2 BED 2 BATH!,2300.0,805.0,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-bed-bath/7279127569.html,2.0, (Passyunk Square),2021-02-18 09:41,2.0,39.933054,-75.159177,both pets,in unit,no,multi
667,NEW CONSTRUCTION 1 BEDROOM!,1775.0,642.0,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-bedroom/7279126472.html,1.0, (Passyunk Square),2021-02-18 09:39,1.0,39.933054,-75.159177,both pets,in unit,no,multi
668,"Cyber cafe, Kid’s Corner, Over-sized Kitchen Islands",1705.0,681.0,https://philadelphia.craigslist.org/apa/d/valley-forge-cyber-cafe-kids-corner/7278172303.html,1.0, (King Of Prussia),2021-02-18 09:38,1.0,40.099007,-75.411432,both pets,in unit,protected,multi
669,Make Yourself at Home at Willowbrook Apartments,1280.0,800.0,https://philadelphia.craigslist.org/apa/d/garnet-valley-make-yourself-at-home-at/7279125823.html,2.0," (3360 Chichester Ave, Boothwyn PA, 19061)",2021-02-18 09:37,2.0,39.839069,-75.442672,both pets,in unit,off-street,multi
670,Amazing Amenities at Willowbrook Apartments,1094.0,650.0,https://philadelphia.craigslist.org/apa/d/garnet-valley-amazing-amenities-at/7279125333.html,1.0," (3360 Chichester Ave, Boothwyn PA, 19061)",2021-02-18 09:36,1.0,39.839069,-75.442672,both pets,in unit,off-street,multi
671,*1BD*1BA*PET FRIENDLY,1725.0,581.0,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd1bapet-friendly/7279125208.html,1.0, (Passyunk Square),2021-02-18 09:36,1.0,39.933054,-75.159177,both pets,in unit,no,multi
672,"Pietro Way LOT 37, Perfect 4 BR 3 BA For Rent. Don't Miss This!",1000.0,1839.8333333333333,https://philadelphia.craigslist.org/apa/d/philadelphia-pietro-way-lot-37-perfect/7277235449.html,4.0," (Philadelphia, PA)",2021-02-18 09:36,3.0,39.9227,-75.1812,no pet,on site,off-street,multi
673,"406 Queen St #B, Perfect 2 BR 2 BA For Rent. Don't Miss This!",759.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-406-queen-st-perfect-br-ba/7269765522.html,2.0," (Philadelphia, PA)",2021-02-18 09:36,2.0,39.9362,-75.1563,both pets,in unit,proctected,multi
674,413 Cloud Place,1765.0,1199.0,https://philadelphia.craigslist.org/apa/d/west-chester-413-cloud-place/7279125115.html,2.0, (West Chester),2021-02-18 09:36,2.0,39.9845,-75.5962,both pets,in unit,off-street,multi
675,2 B 2 B  $1960 IN DOYLESTOWN Come and Tour!!!,1960.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/doylestown-b-b-1960-in-doylestown-come/7279125090.html,2.0, (Doylestown),2021-02-18 09:36,2.0,40.3054,-75.1489,both pets,in unit,off-street,multi
677,"Our serene, garden-style 1 bed, 1 bath is waiting for you! 779 sqft",1389.0,779.0,https://philadelphia.craigslist.org/apa/d/southeastern-our-serene-garden-style/7279124794.html,1.0, (The Gateway Apartments),2021-02-18 09:35,1.0,39.967056,-75.529129,both pets,in unit,off-street,multi
678,"2 B.1B  Spacious,WD,DW, Granite Counter Tops $1445",1445.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-b1b-spaciouswddw-granite/7279120477.html,2.0, (Roxborough Manayunk),2021-02-18 09:34,1.0,40.0338,-75.1731,cats,in unit,off-street,multi
679,THIS UNIT IS LOCATED IN HEART OF NORTHERN LIBERTY RIGHT ON 2ND STREET,1800.0,1200.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-unit-is-located-in/7279117715.html,2.0, (618 N 2ND ST N #2),2021-02-18 09:34,1.5,39.966,-75.151,no pet,in unit,off-street,multi
680,*Apt.1Br. Sunny Private Deck Great location across from Park,1200.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-apt1br-sunny-private-deck/7273654439.html,1.0, (11th&Pine st. Center city Phila.),2021-02-18 09:34,1.0,39.94497,-75.160316,no pet,on site,no,multi
681,Beautiful 1 bedroom/1bath for $795/month LAST ONE!!!,795.0,600.0,https://philadelphia.craigslist.org/apa/d/marcus-hook-beautiful-bedroom-1bath-for/7279124059.html,1.0, (CHESTER),2021-02-18 09:33,1.0,39.836012,-75.404137,both pets,on site,off-street,multi
682,BEAUTIFUL 1 BEDROOM WITH A FLAT RATE FOR ELECTRIC!!!!,935.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/woodlyn-beautiful-bedroom-with-flat/7279118251.html,1.0, (Delaware County),2021-02-18 09:33,1.0,39.86963,-75.367928,no pet,on site,off-street,multi
684,*2BD**2BA* PET FRIENDLY,2250.0,805.0,https://philadelphia.craigslist.org/apa/d/philadelphia-2bd2ba-pet-friendly/7279123663.html,2.0, (Passyunk Square),2021-02-18 09:32,2.0,39.933054,-75.159177,no pet,in unit,no,multi
685,HUGE UPGRADED 3 BEDROOM APARTMENT,1850.0,1200.0,https://philadelphia.craigslist.org/apa/d/drexel-hill-huge-upgraded-bedroom/7279123468.html,3.0," (Drexel Hill, PA)",2021-02-18 09:32,1.5,39.96302,-75.305948,no pet,on site,off-street,multi
689,"1BR w/ 2 months free! Pet-friendly, W/D in-unit, great closet space!",1910.0,766.0,https://philadelphia.craigslist.org/apa/d/philadelphia-1br-2-months-free-pet/7279123168.html,1.0," (Northern Liberties, Fishtown, Olde Kensington)",2021-02-18 09:31,1.0,39.970941,-75.139247,both pets,in unit,proctected,multi
692,MAKE OUR WONDERFUL COMMUNITY YOUR HOME WALLINGFORD ESTATES!!!,950.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/woodlyn-make-our-wonderful-community/7279118352.html,2.0, (Delaware County),2021-02-18 09:30,1.0,39.86963,-75.367928,no pet,on site,off-street,multi
695,NEW CONSTRUCTION 1 BEDROOM!,1750.0,642.0,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-bedroom/7279122304.html,1.0, (Passyunk Square),2021-02-18 09:29,1.0,39.933054,-75.159177,both pets,in unit,no,multi
696,THIS TWO BEDROOM ONE BATHROOM BOUTIQUE CONDO IS PERFECTLY SITUATED IN,1850.0,702.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-two-bedroom-one/7279117730.html,2.0, (1522-24 RACE ST #3),2021-02-18 09:28,1.0,39.9489,-75.1661,no pet,in unit,no,multi
697,"CORNER UNIT OFFERS LOTS OF WINDOWS, LARGE BEDROOMS, HARDWOOD FLOORS",1600.0,900.0,https://philadelphia.craigslist.org/apa/d/philadelphia-corner-unit-offers-lots-of/7279117688.html,2.0, (2001 LOMBARD ST #3),2021-02-18 09:27,1.0,39.9379,-75.1794,both pets,on site,no,multi
698,Furnished Studio only 2 months minimume,2100.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-furnished-studio-only/7279121531.html,1.0," (Philidelphia, PA)",2021-02-18 09:27,1.0,39.9055,-75.2444,both pets,on site,off-street,multi
699,"QUIET AND SPACIOUS, THESE CONVERTED BROWNSTONES BOAST A LARGE KITCHEN",1440.0,544.0,https://philadelphia.craigslist.org/apa/d/philadelphia-quiet-and-spacious-these/7279117755.html,1.0, (916 SPRUCE ST #3R),2021-02-18 09:26,1.0,39.9487,-75.1593,both pets,on site,no,multi
701,*Won't LAST LONG 1B 1B for only $1045,1045.0,1000.0,https://philadelphia.craigslist.org/apa/d/wont-last-long-1b-1b-for-only-1045/7279120803.html,1.0, (MT AIRY CHESTNUT HILL),2021-02-18 09:25,1.0,40.0547,-75.1866,no pet,on site,off-street,multi
702,Green Forest Apartments is the place to be!!!,895.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/green-forest-apartments-is-the-place-to/7279120734.html,2.0, (Delaware County),2021-02-18 09:25,1.0,39.8498,-75.3747,dogs,on site,off-street,multi
703,1 BDRM with WD & DW $1225 19144,1225.0,850.0,https://philadelphia.craigslist.org/apa/d/bdrm-with-wd-dw/7279120672.html,1.0, (19144 Roxborough Manayunk),2021-02-18 09:25,1.0,40.0338,-75.1731,cats,on site,off-street,multi
704,Immediate Move In 1 Bedroom with Den,895.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/immediate-move-in-bedroom-with-den/7279120493.html,2.0, (Delaware County),2021-02-18 09:24,1.0,39.8498,-75.3747,dogs,on site,off-street,multi
706,Immediate Move Ins Pet Friendly Community  1 Bedrooms,895.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/immediate-move-ins-pet-friendly/7279120264.html,2.0, (Delaware County),2021-02-18 09:24,1.0,39.8498,-75.3747,dogs,on site,off-street,multi
707,3 Bed 2 Bath Superior- Move-In by 2/28/2021 Get 6 Weeks FREE Rent,2420.0,1330.0,https://philadelphia.craigslist.org/apa/d/king-of-prussia-bed-bath-superior-move/7279117434.html,3.0, (King of Prussia),2021-02-18 09:22,2.0,40.0956,-75.3737,both pets,in unit,off-street,multi
709,Great Rates.... Pets Welcome... Free Utilities!,1690.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/malvern-great-rates-pets-welcome-free/7279119450.html,1.0, (Malvern),2021-02-18 09:22,1.0,40.052812,-75.526263,both pets,on site,off-street,multi
710,Wonderful 1BR Apartments at 4715 Walnut Street!,1095.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-wonderful-1br-apartments/7277702157.html,1.0, (University City),2021-02-18 09:22,1.0,39.955817,-75.216374,cats,on site,no,multi
711,"A CAT FRIENDLY, SPACIOUS AND SUNNY 1 BEDROOM APARTMENT IN WASHINGTON S",1550.0,2696.0,https://philadelphia.craigslist.org/apa/d/philadelphia-cat-friendly-spacious-and/7279114478.html,1.0, (404 S 9TH ST #2F),2021-02-18 09:21,1.0,39.9362,-75.1563,cats,on site,no,single
712,"Convenient Elevator Building, Dishwasher, Wheelchair Access, Disposal",2145.0,1256.0,https://philadelphia.craigslist.org/apa/d/west-chester-convenient-elevator/7279116873.html,2.0, (West Chester),2021-02-18 09:21,2.0,39.9441,-75.5882,both pets,in unit,proctected,multi
713,Warminster/ Doylestown Two Bedroom Doylestown! Today only $1395.00,1395.0,950.0,https://philadelphia.craigslist.org/apa/d/warminster-doylestown-two-bedroom/7279119046.html,2.0, (Warminster/ Doylestown),2021-02-18 09:21,1.0,40.3054,-75.1489,no pet,on site,off-street,multi
714,WELCOME HOME 2 YOUR COZY 2BR + A FLAT RATE 4 ELECTRIC!!!!,950.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/woodlyn-welcome-home-your-cozy-2br-flat/7279118781.html,2.0, (Delaware County),2021-02-18 09:20,1.0,39.869485,-75.367842,no pet,on site,off-street,multi
715,Spacious 2nd Floor 1 Bed with Hardwood Floors & Central Air!,1347.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-2nd-floor-bed/7274916778.html,1.0, (Wash Sq West),2021-02-18 09:20,1.0,39.943815,-75.158157,cats,on site,no,multi
716,Spacious 1BR on Second Floor of Brownstone at 2213 Walnut St,1295.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-1br-on-second/7275917725.html,1.0, (Rittenhouse Square),2021-02-18 09:20,1.0,39.950981,-75.177465,both pets,on site,no,multi
717,RENO H/G FREE*GREAT APT!! $950.00 1BD 1BA,950.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/reno-g-freegreat-apt-bd-1ba/7279114538.html,1.0, (Northeast Philadelphia),2021-02-18 09:19,1.0,40.058125,-75.029863,no pet,on site,off-street,multi
718,ONE BEDROOM Doylestown!!FOR $1225.00,1225.0,675.0,https://philadelphia.craigslist.org/apa/d/one-bedroom-doylestownfor/7279118371.html,1.0, (Doylestown),2021-02-18 09:19,1.0,40.3054,-75.1489,no pet,on site,off-street,multi
719,Great 1BR on Second Floor at 2205 Walnut Street! Nearby Parking!,1295.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1br-on-second-floor/7277702787.html,1.0, (Rittenhouse Square),2021-02-18 09:19,1.0,39.950964,-75.177323,both pets,on site,no,multi
720,Studio at 1535 Pine Street in Rittenhouse! Parking Available!,995.0,444.9761904761905,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-at-1535-pine-street/7277703417.html,0.0, (Rittenhouse Square),2021-02-18 09:19,1.0,39.945986,-75.167727,both pets,on site,off-street,multi
721,Studio w. Bay Windows Overlooking the Park! 2308 Delancey,1295.0,444.9761904761905,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-bay-windows/7277703455.html,0.0, (Fitler Square),2021-02-18 09:19,1.0,39.94806,-75.179241,both pets,in unit,no,multi
722,Third Floor Studio Available Now at 2017 Spruce Street in Rittenhouse!,995.0,444.9761904761905,https://philadelphia.craigslist.org/apa/d/philadelphia-third-floor-studio/7275917418.html,0.0, (Rittenhouse Square),2021-02-18 09:19,1.0,39.948216,-75.174636,both pets,on site,no,multi
723,Unique Bi-Level 1BR Apartment with Den at 1010 Clinton Street,1695.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-unique-bi-level-1br/7274384423.html,1.0, (Washington Square),2021-02-18 09:19,1.0,39.945214,-75.158273,both pets,in unit,no,multi
724,Great Studio Apartment at 4715 Walnut Street!,895.0,444.9761904761905,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-apartment-at/7270808307.html,0.0, (University City),2021-02-18 09:19,1.0,39.955817,-75.216374,cats,on site,no,multi
725,Modern 1BR in Elevator Building! 115 S 21st Street!,1395.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-1br-in-elevator/7275917917.html,1.0, (Rittenhouse Square),2021-02-18 09:18,1.0,39.951629,-75.175281,both pets,in unit,off-street,multi
726,Top Floor One Bedroom with Renovated Kitchen at 2017 Spruce Street,1695.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-top-floor-one-bedroom-with/7275918111.html,1.0, (Rittenhouse Square),2021-02-18 09:18,1.0,39.948216,-75.174636,both pets,on site,no,multi
727,Spacious 1-Bedroom Apartment Coming Available at 1901 Hartranft St!,1150.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-bedroom-apartment/7274256029.html,1.0, (South Philly),2021-02-18 09:18,1.0,39.908942,-75.180678,cats,on site,off-street,multi
728,Spacious Studio Apartment at 126 S. 22nd Street!,1095.0,444.9761904761905,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-studio-apartment/7274256139.html,0.0, (Rittenhouse Square),2021-02-18 09:18,1.0,39.951691,-75.17717,both pets,on site,no,multi
729,Spacious Bi-Level 1-Bedroom Apartment with Private Patio! 2125 Walnut,1795.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-bi-level-bedroom/7274255519.html,1.0, (Rittenhouse Square),2021-02-18 09:18,1.5,39.950879,-75.176597,both pets,on site,no,multi
730,Spacious 2BR Apartment at 1901 Hartranft Street!,1495.0,1077.385775862069,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-2br-apartment-at/7274255828.html,2.0, (South Philly),2021-02-18 09:18,1.0,39.908942,-75.180678,cats,on site,off-street,multi
731,One Bedroom Apartment at 2619 S 19th Street Oregon Arms!,1150.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-one-bedroom-apartment-at/7268779401.html,1.0, (South Philly),2021-02-18 09:18,1.0,39.91836,-75.178864,cats,on site,off-street,multi
732,Top Floor One Bedroom with LOFT at 412 S. 15th Street!,1295.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-top-floor-one-bedroom-with/7274111969.html,1.0, (Rittenhouse Square),2021-02-18 09:18,1.0,39.94494,-75.166956,both pets,on site,no,multi
733,Stunning 1BR Apartment on Delancey Street in Fitler Square!,1495.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-stunning-1br-apartment-on/7274112383.html,1.0, (Fitler Square),2021-02-18 09:18,1.0,39.948065,-75.179282,both pets,on site,no,multi
734,"Spacious, Modern 1-Bedroom at 115 S 21st Street",1495.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-modern-bedroom-at/7277804062.html,1.0, (Rittenhouse Square),2021-02-18 09:18,1.0,39.951623,-75.175549,both pets,in unit,off-street,multi
735,*2BD**2BA* PET FRIENDLY,2350.0,849.0,https://philadelphia.craigslist.org/apa/d/philadelphia-2bd2ba-pet-friendly/7279117864.html,2.0, (Passyunk Square),2021-02-18 09:18,2.0,39.933644,-75.166684,both pets,in unit,no,multi
736,"Full-sized Washer & Dryers, Chic Wood-Style Plank Flooring, Sauna",2269.0,1113.0,https://philadelphia.craigslist.org/apa/d/valley-forge-full-sized-washer-dryers/7279117202.html,2.0, (King Of Prussia),2021-02-18 09:16,2.0,40.099007,-75.411432,both pets,in unit,protected,multi
737,*Don't Delay last One Bedroom just $1155.00 1700 Grant Ave,1155.0,859.3345070422536,https://philadelphia.craigslist.org/apa/d/philadelphia-dont-delay-last-one/7279116365.html,1.0, (North East Philadelphia),2021-02-18 09:13,1.0,40.0903,-75.041,no pet,in unit,off-street,multi
738,"Designer Cabinets, Cyber cafe, Tile Backsplash",1755.0,886.0,https://philadelphia.craigslist.org/apa/d/valley-forge-designer-cabinets-cyber/7279116345.html,1.0, (King Of Prussia),2021-02-18 09:13,1.0,40.099007,-75.411432,both pets,in unit,protected,multi
739,*1BD*1BA*PET FRIENDLY,1795.0,569.0,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd1bapet-friendly/7279116243.html,1.0, (Passyunk Square),2021-02-18 09:13,1.0,39.933644,-75.166684,no pet,in unit,no,multi
740,Old City Loft Apartment with Exposed Brick / Beams & Maple Hardwood floors,1690.0,1100.0,https://philadelphia.craigslist.org/apa/d/philadelphia-old-city-loft-apartment/7275302389.html,1.0, (Old City),2021-02-18 09:12,1.0,39.9483,-75.1433,both pets,in unit,no,multi
741,"100% Smoke Free Community, Rain Garden, Package Locker System",1609.0,699.0,https://philadelphia.craigslist.org/apa/d/valley-forge-100-smoke-free-community/7279115500.html,1.0, (King Of Prussia),2021-02-18 09:11,1.0,40.099007,-75.411432,both pets,in unit,protected,multi
742,NEW CONSTRUCTION 1 BEDROOM!,1700.0,637.0,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-bedroom/7279114581.html,1.0, (Passyunk Square),2021-02-18 09:08,1.0,39.933644,-75.166684,both pets,in unit,no,multi
743,"BEAUTIFUL LARGE 1 BEDROOM APARTMENT FEATURES CENTRAL AIR/HEAT, WASHER/",1445.0,700.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-large-bedroom/7279114413.html,1.0, (130 ARCH ST #208),2021-02-18 09:08,1.0,39.9474,-75.1473,both pets,in unit,no,multi
744,"One bedroom, One bath, upgraded kitchen, patio, MOVE IN READY!",1345.0,650.0,https://philadelphia.craigslist.org/apa/d/west-chester-one-bedroom-one-bath/7272143713.html,1.0, (West Chester),2021-02-18 09:07,1.0,39.9441,-75.5882,both pets,in unit,off-street,multi
746,DREAM APARTMENT! 2 BED 2 BATH!,2350.0,841.0,https://philadelphia.craigslist.org/apa/d/philadelphia-dream-apartment-bed-bath/7279113259.html,2.0, (PAssyunk Square),2021-02-18 09:05,2.0,39.933644,-75.166684,both pets,in unit,no,multi
748,"4 BED, 2.5 BATH UPDATED PROPERTY IN DESIRABLE FISHTOWN/POPLAR SECTION!",2700.0,2400.0,https://philadelphia.craigslist.org/apa/d/philadelphia-bed-25-bath-updated/7279111977.html,4.0, (1119 LEMON ST),2021-02-18 09:02,2.5,39.966,-75.151,both pets,on site,proctected,single
749,"EACH APARTMENT HAS IN-UNIT LAUNDRY, HARDWOOD FLOORS, STAINLESS STEEL A",1625.0,859.6123583943338,https://philadelphia.craigslist.org/apa/d/philadelphia-each-apartment-has-in-unit/7279111914.html,1.0, (1133-39 E COLUMBIA AVE #103),2021-02-18 09:02,1.0,39.9788,-75.1262,both pets,on site,proctected,multi
750,DREAM APARTMENT! 1 BED 1 BATH!,1795.0,577.0,https://philadelphia.craigslist.org/apa/d/philadelphia-dream-apartment-bed-bath/7279111647.html,1.0, (Passyunk Square),2021-02-18 09:02,1.0,39.933644,-75.166684,both pets,in unit,no,multi
752,Fully Furnished Studios Available Today!!!,2100.0,444.9761904761905,https://philadelphia.craigslist.org/apa/d/bensalem-fully-furnished-studios/7279110796.html,0.0, (Bensalem),2021-02-18 08:59,1.0,40.116742,-74.960137,both pets,on site,off-street,multi
753,Rare opportunity to live in center of historic MAPLEWOOD MALL,1200.0,1200.0,https://philadelphia.craigslist.org/apa/d/philadelphia-rare-opportunity-to-live/7279110461.html,3.0, (Germantown),2021-02-18 08:58,2.0,40.0338,-75.1731,cats,in unit,no,multi
754,NEW CONSTRUCTION 3BR 3BA BI-LEVEL UNIT IN NORRIS SQUARE!!!,2200.0,1350.6103896103896,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-3br-3ba/7279100094.html,3.0, (Norris Square),2021-02-18 08:54,3.0,39.983688,-75.145671,both pets,in unit,no,multi
755,THE BEAUTIFUL KITCHEN COMES EQUIPPED WITH A BUILT-IN MICROWAVE,1500.0,2709.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-beautiful-kitchen/7279109015.html,1.0, (1419 POPLAR ST #2),2021-02-18 08:53,1.0,39.9677,-75.1735,both pets,on site,no,multi
756,"❄️Balcony, W/D, PETS, D/W, Gym, Snow Removal❄️",1365.0,720.0,https://philadelphia.craigslist.org/apa/d/west-chester-balcony-d-pets-w-gym-snow/7279108673.html,1.0," (Near Exton, Malvern, Downingtown)",2021-02-18 08:52,1.0,39.96915,-75.561175,both pets,in unit,off-street,multi
757,Beautiful 2 Bdr Ft Washington Twin,1575.0,1200.0,https://philadelphia.craigslist.org/apa/d/fort-washington-beautiful-bdr-ft/7266039326.html,2.0, (Fort Washington),2021-02-18 08:51,1.5,40.143318,-75.205338,both pets,in unit,off-street,double
758,"Cable/Satellite TV, Executive Business Center, Garbage disposal",2314.0,1394.0,https://philadelphia.craigslist.org/apa/d/west-chester-cable-satellite-tv/7276061598.html,3.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-18 08:48,2.0,39.929855,-75.582336,both pets,in unit,off-street,multi
760,Camelot Apartments - STUDIO  - Walk to Drexel & UPenn,995.0,500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-camelot-apartments-studio/7268619824.html,0.0, (University City / Powelton Village),2021-02-18 08:44,1.0,39.962607,-75.194297,both pets,on site,no,multi
761,POSSIBLY THE BEST DEAL FOR A ONE BEDROOM ONE BATHROOM APARTMENT,1250.0,1440.0,https://philadelphia.craigslist.org/apa/d/philadelphia-possibly-the-best-deal-for/7279103579.html,1.0, (424 S 20TH ST #1),2021-02-18 08:44,1.0,39.9379,-75.1794,both pets,on site,no,multi
762,"Newly rehabbed 2 bd -1ba apt located on a beautiful, clea",1900.0,1200.0,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-rehabbed-bd-1ba-apt/7279105848.html,2.0, (graduate hospital),2021-02-18 08:42,1.0,39.943291,-75.173783,both pets,in unit,no,multi
763,You Deserve to Love the Place You Call Home!,1389.0,714.0,https://philadelphia.craigslist.org/apa/d/royersford-you-deserve-to-love-the/7279105797.html,1.0," (100 Hunsberger Drive Limerick, PA)",2021-02-18 08:42,1.0,40.235417,-75.535466,both pets,in unit,proctected,multi
764,A LUXURY DOORMAN BUILDING WITH RECENTLY RENOVATED ENTRY,1450.0,548.0,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-doorman-building/7279103621.html,1.0, (2018-32 WALNUT ST #26F),2021-02-18 08:34,1.0,39.9513,-75.1741,no pet,on site,no,multi
765,THIS CONDOMINIUM IS A MUST SEE WITH 14' CEILING HEIGHTS,1300.0,689.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-condominium-is-must/7279103597.html,1.0, (511-19 N BROAD ST #405),2021-02-18 08:34,1.0,39.966,-75.151,both pets,on site,no,multi
766,LUXURY STUDIO APARTMENT IN PRIME OLD CITY LOCATION WITH ACCESS TO I-95,1550.0,608.0,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-studio-apartment-in/7279103545.html,0.0, (18 N 3RD ST #3R),2021-02-18 08:34,1.0,39.9474,-75.1473,both pets,in unit,no,multi
